timestamp;time;lat;lon;alt;alt_c;dist;speed;heartrate;cadence;power;temperature;vertosci;stancetime;lrbalance;gearinfo;split;stop
2016-11-12T10:45:20Z;;;;353.80;353.63;2.1;2.1;87;52;;22.0;;;;;;
2016-11-12T10:45:21Z;1.0;;;353.80;353.61;4.2;2.1;87;57;;22.0;;;;;;
2016-11-12T10:45:24Z;3.0;;;353.40;353.59;11.9;2.7;88;68;;22.0;;;;;;
2016-11-12T10:45:34Z;10.0;;;353.40;353.57;39.3;2.8;91;73;;22.0;;;;;;
2016-11-12T10:45:37Z;3.0;;;353.40;353.55;47.7;2.8;94;74;;22.0;;;;;;
2016-11-12T10:45:44Z;7.0;;;353.40;353.53;68.1;3.0;97;77;;22.0;;;;;;
2016-11-12T10:45:48Z;4.0;;;353.40;353.51;79.9;3.0;100;77;;22.0;;;;;;
2016-11-12T10:45:51Z;3.0;;;353.40;353.48;88.7;2.9;103;76;;22.0;;;;;;
2016-11-12T10:45:54Z;3.0;;;353.40;353.46;97.5;3.0;106;77;;22.0;;;;;;
2016-11-12T10:45:58Z;4.0;;;353.40;353.44;109.3;3.0;109;77;;22.0;;;;;;
2016-11-12T10:46:03Z;5.0;;;353.40;353.42;123.9;2.9;112;76;;22.0;;;;;;
2016-11-12T10:46:13Z;10.0;;;353.40;353.40;153.8;3.0;115;79;;22.0;;;;;;
2016-11-12T10:46:33Z;20.0;;;353.40;353.40;215.0;3.1;113;80;;22.0;;;;;;
2016-11-12T10:46:53Z;20.0;;;353.40;353.40;276.2;3.0;111;78;;23.0;;;;;;
2016-11-12T10:47:05Z;12.0;;;353.40;353.40;312.6;3.1;108;81;;23.0;;;;;;
2016-11-12T10:47:25Z;20.0;;;353.40;353.40;374.6;3.1;107;81;;23.0;;;;;;
2016-11-12T10:47:45Z;20.0;;;353.40;353.40;436.0;3.1;109;80;;23.0;;;;;;
